Date,NDVI_mean,NDVI_min,NDVI_max,NDVI_stdDev
2020-11-13,0.5676853778920045,-0.37665903890160185,0.9267108167770419,0.33003841030431236
2020-11-18,0.6036390803143574,-0.3876146788990826,0.9322901849217639,0.25949030735867357
2020-11-23,0.08610867959933458,-0.022062134173795586,0.23527597903176073,0.023872487252079598
2020-11-28,-0.0031673448853182643,-0.10548172757475083,0.15773698014237542,0.019763404201104416
2020-12-03,0.36749375049078953,0.028193525931082493,0.6361159758707919,0.12857314646532386
2020-12-08,0.13055911971580292,-0.053294167016365926,0.7289617486338797,0.058635828984313375
2020-12-13,0.48928359688731443,-0.28952946163628657,0.9052648951972273,0.3003570494922229
2020-12-18,0.03666570762785793,-0.0660377358490566,0.19662243667068757,0.034229309784947336
2020-12-23,0.7675776312416372,-0.2585844428871759,0.9382055852644088,0.12736184211047186
2020-12-28,0.036373578166547064,0.0130374479889043,0.06330014224751067,0.008896325038918238
