Date,NDMI_mean,NDMI_min,NDMI_max,NDMI_stdDev
2020-11-13,0.25744463608667656,-0.3966253303516975,0.7633159016075924,0.13042495584482777
2020-11-18,0.25829585559633467,-0.4836722119531731,0.7482376636455186,0.1260051375164474
2020-11-23,0.3217596849963311,0.15824556725769898,0.405666063893912,0.025763564640839412
2020-11-28,0.46164789497788794,0.27696643607481425,0.7836812144212524,0.09018850962262788
2020-12-03,0.2432011461660364,0.035735207967193906,0.4411710887465691,0.058272970904703646
2020-12-08,0.2202667169098839,-0.05344295991778006,0.5299793246037215,0.032784566398065595
2020-12-13,0.28010492613603694,-0.3988950276243094,0.7375186846038864,0.12844382044132097
2020-12-18,0.4789766664618567,0.2551215167324087,0.6230811910486407,0.05606955471061157
2020-12-23,0.30911842374445386,-0.24574594380688564,0.6148116620557565,0.09157686899040365
2020-12-28,0.5864827277502788,0.5528207627634946,0.6183274021352313,0.012404514828507868
